"","Uniprot.ID","TC.Exp1.20min..log2.","TC.Exp2.20min..log2.","TC.Exp3.20min..log2.","LY.Exp1.Insulin.Starved..log2.","LY.Exp2.Insulin.Starved..log2.","LY.Exp3.Insulin.Starved..log2.","MK.Exp1.Insulin.Starved..log2.","MK.Exp2.Insulin.Starved..log2.","MK.Exp3.Insulin.Starved..log2."
"14757","Q9DB70;A2BEA3","-0.10","-0.20","-0.04"," 0.05"," 0.04"," 0.10","  0.05","  0.03","-0.14"
"14758","Q9DB70;A2BEA3",NA,NA,NA,"-0.73",NA,NA," -0.51"," -0.50",NA
"14759","Q9D6K8"," 1.10",NA,NA,NA,"-0.03",NA,NA,NA,NA
"14760","P23188;Q6GTN6;Q8CIY1","-1.03",NA," 0.16"," 0.21",NA,NA,"  0.33",NA,NA
"14761","P23188;Q6GTN6;Q8CIY1","-1.03",NA," 0.16"," 0.21",NA,NA,"  0.33",NA,NA
"14762","Q9R123;Q3UVC9"," 1.56",NA," 2.25",NA,NA," 1.10",NA,NA,NA
"14764","Q9R123;Q3UVC9"," 2.48",NA,NA,NA,NA,NA,"  1.63",NA,NA
"14765","Q9R123;Q3UVC9"," 2.51",NA,NA,NA,NA,NA,"  1.63",NA,NA
"14770","Q9R0U0-3;Q9R0U0;Q3UA07;Q3UDH7;Q3TFP0","-0.34","-0.16","-0.49",NA,NA,NA,NA,"  0.57",NA
"14771","Q9R0U0-3;Q9R0U0;Q3UA07;Q3UDH7;Q3TFP0","-0.53","-0.06","-0.49"," 0.07",NA,NA,"  0.50","  0.57",NA
"14772","Q9R0U0-3;Q9R0U0;Q3UA07;Q3UDH7;Q3TFP0",NA,"-0.16","-0.49"," 0.35",NA,NA,NA,"  0.57",NA
"14774","Q9R0U0-3;Q9R0U0;Q3UA07;Q3UDH7;Q3TFP0;Q9R0U0-2;Q9R0U0-1;Q3UXS8;Q3UYX6","-0.43",NA,"-0.18"," 1.20"," 0.28",NA," -1.05","  1.29",NA
"14775","Q9R0U0-3;Q9R0U0;Q3UA07;Q3UDH7;Q3TFP0;Q9R0U0-2;Q9R0U0-1;Q3UXS8;Q3UYX6",NA,NA,"-0.02",NA,NA,NA,NA,NA,NA
"14776","Q9R0U0-3;Q9R0U0;Q3UA07;Q3UDH7;Q3TFP0;Q9R0U0-2;Q9R0U0-1;Q3UXS8;Q3UYX6","-0.35","-0.09","-0.22",NA,NA,NA,NA,"  0.08",NA
"14777","Q9R0U0-3;Q9R0U0;Q3UA07;Q3UDH7;Q3TFP0;Q9R0U0-2;Q9R0U0-1;Q3UXS8;Q3UYX6","-0.37","-0.22","-0.06"," 0.16",NA,NA,"  0.19","  0.09",NA
"14778","Q9R0U0-3;Q9R0U0;Q3UA07;Q3UDH7;Q3TFP0;Q9R0U0-2;Q9R0U0-1;Q3UXS8;Q3UYX6","-0.52","-0.19","-0.10"," 0.35"," 0.24"," 0.38","  0.39","  0.26"," 0.47"
"14779","Q9R0U0-3;Q9R0U0;Q3UA07;Q3UDH7;Q3TFP0;Q9R0U0-2;Q9R0U0-1;Q3UXS8;Q3UYX6","-0.55","-0.15","-0.25"," 0.35"," 0.31"," 0.58","  0.39","  0.34"," 0.16"
"14782","Q9R0U0-3;Q9R0U0;Q3UA07;Q3UDH7;Q3TFP0;Q9R0U0-2;Q9R0U0-1;Q3UXS8;Q3UYX6","-0.58",NA,NA,"-0.34",NA,NA,"  0.07",NA,NA
"14783","Q9R0U0-3;Q9R0U0;Q3UA07;Q3UDH7;Q3TFP0;Q9R0U0-2;Q9R0U0-1;Q3UXS8;Q3UYX6","-0.58",NA,NA,"-0.34",NA,NA,"  0.07",NA,NA
"14784","Q9R0U0-2;Q9R0U0;Q9R0U0-1;Q3UXS8;Q3UYX6","-0.31","-0.30","-0.19"," 0.11",NA,NA," -0.01","  0.02",NA
"14785","Q9R0U0-2;Q9R0U0;Q9R0U0-1;Q3UXS8;Q3UYX6","-0.31","-0.32","-0.19"," 0.16",NA,NA,"  0.12","  0.80"," 0.62"
"14786","Q9R0U0-2;Q9R0U0;Q9R0U0-1;Q3UXS8;Q3UYX6","-0.61","-0.29","-0.23"," 0.20",NA,NA," -0.56","  0.31",NA
"14787","Q9R0U0-2;Q9R0U0;Q9R0U0-1;Q3UXS8;Q3UYX6",NA,NA,NA,NA,NA,NA,NA," -0.65",NA
"14791","Q9R0U0-3;Q9R0U0;Q3UA07;Q3UDH7;Q3TFP0;Q9R0U0-2;Q9R0U0-1;Q3UXS8;Q3UYX6;Q8CF51",NA,NA,NA,NA,NA,NA,NA,"  0.09",NA
"14792","Q9R0U0-3;Q9R0U0;Q3UA07;Q3UDH7;Q3TFP0;Q9R0U0-2;Q9R0U0-1;Q3UXS8;Q3UYX6;Q8CF51",NA,NA,NA,NA,NA,NA,NA,"  0.09",NA
"14793","Q9R0U0-2;Q9R0U0","-0.12","-0.21",NA,NA,NA,NA,NA," -0.55",NA
"14794","Q9R0U0-2;Q9R0U0","-0.12","-0.21",NA,NA,NA,NA,NA," -0.55",NA
"14795","Q9R0U0-3;Q9R0U0;Q3UA07;Q3UDH7;Q3TFP0;Q9R0U0-2;Q9R0U0-1;Q3UXS8;Q3UYX6","-0.63",NA,NA,NA,NA,NA,NA," -1.00",NA
"14796","Q3UYN7;Q543F5;Q9WTS2"," 0.01"," 0.11","-0.29"," 0.10","-0.16"," 0.16","  0.15"," -0.05"," 0.20"
"14800","P70213;B9VU59;Q6JWR1"," 0.15",NA,NA,NA,"-0.05",NA,"  0.38",NA,NA
"14801","P70213;B9VU59;Q6JWR1",NA,NA,NA," 0.12"," 0.10",NA,"  0.59",NA,NA
"14802","Q61584-1;Q61584;Q61584-3;Q61584-6;Q61584-4;Q61584-5;Q61584-2;Q8C7U4"," 0.04"," 0.07"," 0.19",NA,NA,NA,"  0.29","  0.13"," 0.15"
"14803","Q61584-1;Q61584;Q61584-3;Q61584-6;Q61584-4;Q61584-5;Q61584-2;Q8C7U4"," 0.17","-0.24","-0.01"," 0.03"," 0.03"," 0.46","  0.43","  0.43"," 0.15"
"14804","Q61584-1;Q61584;Q61584-3;Q61584-6;Q61584-4;Q61584-5;Q61584-2;Q8C7U4",NA,NA," 0.00",NA,NA,NA,NA,NA,NA
"14806","Q61584-1;Q61584;Q61584-3;Q61584-6;Q61584-4;Q61584-5;Q61584-2;Q8C7U4"," 0.05","-0.22"," 0.24","-0.27",NA,NA," -0.38"," -0.19",NA
"14807","Q61584-1;Q61584;Q61584-3;Q61584-6;Q61584-4;Q61584-5;Q61584-2;Q8C7U4"," 0.05","-0.22"," 0.11","-0.27",NA,NA," -0.38"," -0.06",NA
"14808","Q61584-1;Q61584;Q61584-3;Q61584-6;Q61584-4;Q61584-5;Q61584-2;Q8C7U4;Q61584-7","-0.12",NA," 1.39","-2.81",NA,NA," -3.02",NA,NA
"14809","Q61584-1;Q61584;Q61584-3;Q61584-6;Q61584-4;Q61584-5;Q61584-2;Q8C7U4;Q61584-7",NA,NA,"-0.34",NA,NA,NA,NA,NA,NA
"14810","Q61584-1;Q61584;Q61584-3;Q61584-6;Q61584-4;Q61584-5;Q61584-2;Q8C7U4;Q61584-7"," 0.33"," 0.00","-0.60","-0.04",NA,NA,NA,NA,NA
"14811","Q61584-1;Q61584;Q61584-3;Q61584-6;Q61584-4;Q61584-5;Q61584-2;Q8C7U4;Q61584-7"," 2.79",NA,NA,NA,NA,NA,NA,NA,NA
"14812","Q61584-1;Q61584;Q61584-3;Q61584-6;Q61584-4;Q61584-5;Q61584-2;Q8C7U4;Q61584-7"," 0.30",NA,NA,NA,NA,NA,NA,NA,NA
"14813","Q61584-1;Q61584;Q61584-3;Q61584-6;Q61584-4;Q61584-5;Q61584-2;Q8C7U4;Q61584-7"," 0.02",NA,NA,NA,NA,NA,NA,NA,NA
"14815","Q61584-1;Q61584;Q61584-3;Q61584-6;Q61584-4;Q61584-5;Q61584-7",NA,"-0.24",NA,NA,"-0.09",NA,"  0.31",NA,"-0.22"
"14816","Q61584-1;Q61584;Q61584-3;Q61584-6;Q61584-4;Q61584-5;Q61584-2;Q8C7U4;Q61584-7","-0.03","-0.05","-0.22",NA," 0.53"," 0.49","  0.19","  0.37",NA
"14817","Q6P5B5;Q9WVR4;Q3TA75"," 0.12"," 0.02"," 0.20","-1.30"," 0.42",NA," -0.62",NA,NA
"14820","Q6P5B5;Q9WVR4;Q3TA75",NA," 0.09",NA,NA," 0.70",NA,NA,NA," 0.72"
"14821","Q6P5B5;Q9WVR4;Q3TA75"," 0.51","-0.01","-0.48"," 0.75"," 0.94"," 0.09","  0.34"," -0.85",NA
"14822","Q6P5B5;Q9WVR4;Q3TA75","-0.13"," 0.09","-0.13","-0.80"," 0.45","-0.24"," -1.05",NA,NA
"14823","Q6P5B5;Q9WVR4;Q3TA75",NA,NA,NA,"-0.07",NA,NA,NA,NA,NA
"14824","Q6P5B5;Q9WVR4;Q3TA75","-0.02",NA,"-0.42","-0.07",NA,NA," -0.16",NA,NA
"14825","Q6P5B5;Q9WVR4;Q3TA75",NA,NA,NA,NA,"-0.18",NA,NA,NA,NA
"14826","Q6P5B5;Q9WVR4;Q3TA75",NA,NA,NA,NA," 0.22",NA,NA,NA,NA
"14829","Q6P5B5;Q9WVR4;Q3TA75",NA,"-0.43",NA,"-1.30",NA,NA," -0.62",NA,NA
"14830","Q6P5B5;Q9WVR4;Q3TA75",NA,"-0.43",NA,NA,NA,NA,NA,NA,NA
"14831","Q6P5B5;Q9WVR4;Q3TA75",NA,NA," 1.77",NA," 0.46",NA,NA,NA,NA
"14832","Q6P5B5;Q9WVR4;Q3TA75","-0.35",NA,NA,NA,"-0.75",NA,NA," -0.71","-0.26"
"14834","Q6P5B5;Q9WVR4;Q3TA75"," 0.44"," 0.18",NA,NA,NA,NA,NA,NA," 0.04"
"14835","Q6P5B5;Q9WVR4;Q3TA75"," 0.44"," 0.18",NA,NA,NA,NA,NA,NA," 0.04"
"14836","Q6P5B5;Q9WVR4"," 2.44",NA,NA,NA,NA,NA,NA,NA,NA
"14842","Q6P5B5;Q9WVR4"," 0.15",NA,NA,NA,NA,NA,NA,NA,NA
"14843","Q6P5B5;Q9WVR4"," 0.95",NA,NA,"-3.56"," 0.16","-0.11"," -0.49",NA,NA
"14844","Q6P5B5;Q9WVR4","-1.85",NA,NA,NA,NA,NA,NA,NA,NA
"14845","Q6P5B5;Q9WVR4","-0.54","-0.22","-0.09","-0.17"," 0.00"," 0.16"," -0.22"," -0.14","-0.06"
"14846","Q6P5B5;Q9WVR4","-0.21"," 1.56"," 0.10","-0.53"," 0.25","-0.22","  0.47"," -0.49","-0.49"
"14848","Q6P5B5;Q9WVR4",NA,"-0.41","-0.08"," 0.64","-0.25",NA,"  0.50",NA,NA
"14849","Q6P5B5;Q9WVR4;Q3TA75",NA,NA,NA,"-0.07",NA," 0.42",NA,NA,NA
"14850","Q6P5B5;Q9WVR4","-0.03"," 0.34","-0.13","-0.66",NA,"-0.40"," -1.16"," -0.76",NA
"14851","Q6P5B5;Q9WVR4","-0.03"," 0.34","-0.13","-0.66",NA,"-0.40"," -1.16"," -0.76",NA
"14852","Q6P5B5;Q9WVR4"," 0.16",NA,NA,NA," 0.01","-0.21",NA,NA,NA
"14853","Q6P5B5","-0.04"," 0.12","-0.08",NA," 0.35"," 0.14",NA," -0.05",NA
"14854","Q3TA75"," 2.44",NA,NA,NA,NA,NA,NA,NA,NA
"14855","O70583-2;O70583;B1AV00;Q3UXC7;O70583-1;O70583-3;B1AV01",NA,NA,NA,NA,NA,"-0.83",NA,NA,NA
"14856","O70583-2;O70583;B1AV00;Q3UXC7;O70583-1;O70583-3;B1AV01",NA,NA,NA,NA,NA,"-0.83",NA,NA,NA
"14857","Q9Z239",NA,"-0.23",NA,NA,NA,NA,NA,NA,"-0.43"
"14858","Q9Z239","-0.41",NA,NA,NA,NA,NA,NA,NA,NA
"14859","Q9Z239",NA,"-0.57",NA,NA,NA,NA,NA,NA,NA
"14860","Q8VDC1"," 0.35","-0.50",NA,"-1.30","-6.04",NA," -1.14"," -0.60",NA
"14861","Q8VDC1","-0.34","-0.51","-0.05",NA,"-0.35",NA,NA," -0.81","-0.33"
"14863","Q8VDC1","-0.16"," 0.01","-0.12","-0.30"," 0.35","-0.17"," -0.08"," -0.08","-0.32"
"14865","Q8VDC1"," 2.68",NA,NA,NA,NA,NA,NA,NA,NA
"14866","Q8VDC1"," 4.51",NA,NA,NA,NA,NA,NA,NA,NA
"14867","P39688-1;P39688;P39688-2"," 0.48",NA," 4.07","-1.14","-0.50",NA,NA,NA,NA
"14872","Q91Z49-1;Q91Z49;Q91Z49-2",NA," 2.22",NA,NA,NA,NA,NA,NA,NA
"14874","Q91Z49-1;Q91Z49;Q91Z49-2"," 0.09"," 0.60","-0.06"," 0.25",NA,NA,"  0.30"," -0.14"," 0.02"
"14875","Q61090;Q6P551;Q810L8;Q9CUZ6",NA,NA,NA,NA,"-0.70",NA,NA,NA,NA
"14876","P23475"," 2.08",NA," 1.90",NA," 2.00"," 1.59",NA,"  1.86","-1.42"
"14877","P97855;Q571F9;Q5NCU1;Q3UR88","-0.25","-0.37","-0.13"," 0.16"," 0.14"," 0.18","  0.26","  0.09",NA
"14878","P97855;Q571F9;Q5NCU1;Q3UR88",NA,NA,NA,NA,NA,NA,NA," -0.19",NA
"14879","P97855;Q571F9;Q5NCU1;Q3UR88",NA,NA,NA,NA,NA,NA,NA," -0.19",NA
"14880","P97855;Q571F9;Q5NCU1;Q3UR88","-0.19"," 0.12","-0.15"," 0.10"," 0.08"," 0.01","  0.17","  0.24"," 0.22"
"14881","P97855;Q571F9;Q5NCU1;Q3UR88"," 1.00"," 1.04",NA,NA," 1.39",NA,NA,NA,NA
"14882","P97855;Q571F9;Q5NCU1;Q3UR88"," 0.50"," 0.84"," 0.38",NA," 1.54"," 1.28",NA,"  0.89",NA
"14883","P97379-1;P97379;Q3U541;Q3U6B1"," 0.01"," 0.04"," 0.15","-0.13","-0.15","-9.15"," -0.08"," -0.25","-0.08"
"14884","P97379-1;P97379;Q3U541;Q3U6B1","-0.05"," 0.05"," 0.17","-0.10","-0.13","-0.11"," -0.23","  0.05","-0.02"
"14885","P97379-1;P97379;Q3U541;Q3U6B1;P97379-2;Q3TEL4;Q3U931;Q542W3;Q5DU21",NA,NA,NA,NA,NA," 0.09",NA,NA,NA
"14886","P97379-1;P97379;Q3U541;Q3U6B1;P97379-2;Q3TEL4;Q3U931;Q542W3;Q5DU21",NA,NA,NA,NA,NA," 0.09",NA,NA,NA
"14887","P97379-2;P97379;Q3TEL4;Q3U931;Q542W3;Q5DU21","-0.01"," 0.02"," 0.26","-0.13"," 0.11","-4.47"," -0.15"," -0.24","-0.02"
"14888","P97379-2;P97379;Q3TEL4;Q3U931;Q542W3;Q5DU21","-0.08","-0.11","-0.15","-0.08","-0.08"," 0.04"," -0.13","  0.27",NA
"14889","P97379-2;P97379;Q3TEL4;Q3U931;Q542W3;Q5DU21",NA,NA,NA,NA,"-0.35",NA,NA,NA,NA
"14890","Q9QYY0;Q505A4"," 2.93"," 3.39"," 3.73"," 1.96"," 3.02",NA,"  2.64",NA," 3.23"
"14895","Q9QYY0;Q505A4"," 0.04",NA,NA,NA,NA,NA,NA,NA,NA
"14899","Q9QYY0;Q505A4"," 0.52"," 0.76"," 0.97"," 0.75"," 0.75"," 1.20","  0.55","  0.55"," 0.50"
"14900","Q9QYY0;Q505A4"," 1.86",NA,NA,NA,NA,NA,NA,NA," 1.50"
"14902","Q9QYY0;Q505A4","-0.19",NA,NA,NA,NA,NA,NA,NA,NA
"14903","Q9QYY0;Q505A4","-0.15","-0.55",NA,"-0.34",NA,NA," -0.06",NA,"-0.23"
"14907","Q9QYY0;Q505A4"," 2.32"," 2.51"," 3.13"," 2.44"," 2.66"," 2.88","  1.31","  2.70"," 3.18"
"14908","Q9QYY0;Q505A4"," 1.50",NA,NA,NA,NA,NA,NA,NA,NA
"14909","Q9QYY0;Q505A4","-0.24",NA,NA,NA," 0.13",NA,NA,NA,NA
"14912","Q9QYY0;Q505A4"," 0.02"," 0.33"," 0.56",NA,NA,NA,NA," -0.92",NA
"14917","Q9QYY0;Q505A4"," 0.48",NA,NA,NA,NA,NA,NA,NA,NA
"14919","Q9QYY0;Q505A4",NA," 1.68",NA," 2.52",NA,NA,NA,NA,NA
"14921","Q9QYY0;Q505A4",NA," 1.68",NA," 2.52",NA,NA,NA,NA,NA
"14922","Q9QYY0;Q505A4",NA,NA," 1.96",NA,NA,NA,"  1.09",NA,NA
"14923","Q9QYY0;Q505A4",NA,NA,NA,"-1.60",NA,NA," -1.72"," -0.14",NA
"14924","Q9QYY0;Q505A4",NA,NA,NA,"-1.60",NA,NA," -1.72",NA,NA
"14926","Q9Z1S8;Q2VBK0;Q3ZB56;Q3ZB57;Q3ZB59",NA,NA," 4.04",NA,NA,NA,NA,NA,NA
"14927","Q9Z1S8;Q2VBK0;Q3ZB56;Q3ZB57;Q3ZB59"," 1.76"," 2.09"," 1.80"," 1.53"," 1.46"," 1.80","  1.88","  2.44"," 2.36"
"14928","Q9Z1S8;Q2VBK0;Q3ZB56;Q3ZB57;Q3ZB59"," 1.76"," 2.41"," 2.07"," 1.53"," 1.46"," 1.80","  1.26","  2.06"," 2.36"
"14930","Q9Z1S8;Q2VBK0;Q3ZB56;Q3ZB57;Q3ZB59"," 2.60"," 2.05",NA,NA,NA,NA,NA,"  2.75",NA
"14931","Q9Z1S8;Q2VBK0;Q3ZB56;Q3ZB57;Q3ZB59"," 4.48"," 1.76",NA,NA,NA,NA,NA,NA,NA
"14932","Q9Z1S8;Q2VBK0;Q3ZB56;Q3ZB57;Q3ZB59"," 1.74",NA," 2.02"," 1.38"," 1.51"," 1.46","  0.49",NA,NA
"14933","Q9Z1S8;Q2VBK0;Q3ZB56;Q3ZB57;Q3ZB59"," 1.55",NA,NA,NA,NA,NA,NA,NA,NA
"14934","Q9Z1S8;Q2VBK0;Q3ZB56;Q3ZB57;Q3ZB59"," 3.85"," 2.23"," 1.14",NA," 2.82",NA,NA,"  3.20",NA
"14937","Q9Z1S8;Q2VBK0;Q3ZB56;Q3ZB57;Q3ZB59"," 3.39",NA,NA,NA,NA,NA,NA,NA,NA
"14938","Q9Z1S8;Q2VBK0;Q3ZB56;Q3ZB57;Q3ZB59"," 0.54",NA,NA,NA,NA,NA,NA,NA,NA
"14939","Q9Z1S8;Q2VBK0;Q3ZB56;Q3ZB57;Q3ZB59"," 4.50"," 4.85"," 4.62"," 4.21"," 3.52"," 3.77","  2.85","  4.89"," 4.82"
"14940","Q9Z1S8;Q2VBK0;Q3ZB56;Q3ZB57;Q3ZB59"," 4.09",NA,NA,NA,NA," 3.66",NA,NA,NA
"14941","Q9Z1S8;Q2VBK0;Q3ZB56;Q3ZB57;Q3ZB59"," 2.14",NA,NA,NA,NA,NA,NA,NA,NA
"14943","Q9Z1S8;Q2VBK0;Q3ZB56;Q3ZB57;Q3ZB59","-0.13","-0.09","-0.23",NA,NA,NA,NA," -0.05",NA
"14945","Q9Z1S8;Q2VBK0;Q3ZB56;Q3ZB57;Q3ZB59"," 0.92",NA,NA,NA,NA,NA,NA,NA,NA
"14949","Q9Z1S8;Q2VBK0;Q3ZB56;Q3ZB57;Q3ZB59"," 0.92",NA,NA,NA,NA,NA,NA,NA,NA
"14950","Q9Z1S8;Q2VBK0;Q3ZB56;Q3ZB57;Q3ZB59"," 1.79"," 1.01"," 1.74",NA," 1.36"," 1.39",NA,NA," 1.53"
"14951","P60521"," 0.50",NA,NA,NA,NA,NA,NA," -1.42",NA
"14952","Q6WJ08",NA,NA,NA,NA,NA,NA," -2.00",NA,NA
"14953","Q6WJ08",NA,NA,NA,NA,NA,NA," -2.00",NA,NA
"14954","Q6WJ08",NA,NA,NA,NA,NA,NA," -2.00",NA,NA
"14955","Q6WJ08",NA,NA,NA,NA,NA,NA," -2.00",NA,NA
"14956","P81069-1;P81069;Q3TQS9","-0.37",NA,NA,NA,NA,NA,"  0.39",NA,NA
"14959","P31651;Q8VCS9",NA,NA,NA,"-0.45",NA,NA,NA,NA,NA
"14960","P31651;Q8VCS9",NA,NA,NA,"-0.45",NA,NA,NA,NA,NA
"14965","Q99KY4-2;Q99KY4",NA," 1.39",NA,NA,NA,NA,NA,NA,NA
"14967","Q99KY4-1;Q99KY4;Q3UDE5;Q3UIZ0;Q99KY4-2"," 0.05","-0.17","-0.03"," 0.17"," 0.00"," 0.08","  0.13","  0.20",NA
"14968","Q99KY4-1;Q99KY4;Q3UDE5;Q3UIZ0;Q99KY4-2"," 0.05","-0.17","-0.03"," 0.17"," 0.08"," 0.08","  0.13","  0.20",NA
"14970","Q99KY4-1;Q99KY4;Q3UDE5;Q3UIZ0;Q99KY4-2"," 0.87",NA,NA,NA," 0.79",NA,NA,NA," 1.53"
"14973","Q68FH4;Q3U3H5;Q3U728;Q8BMX0;Q8BUU7;B7ZCT5;Q8BWB2;B7ZCT3"," 0.18"," 0.01",NA,NA,NA,NA,NA,NA,"-0.21"
"14982","Q80VA0-1;Q80VA0;Q3U8I4;Q3U9K4;Q80VA0-2;Q80VA0-3","-0.69",NA,NA,NA,NA,NA,NA,NA,NA
"14983","P16858;Q3TUZ9;Q6IWE3"," 0.40",NA,NA,NA," 0.02","-0.12",NA," -0.43",NA
"14987","P16858;Q3TUZ9;Q6IWE3;Q2VWQ4","-0.11",NA,"-0.31",NA," 0.29",NA,NA,NA,"-0.31"
"14988","Q6PAR5-1;Q6PAR5;Q6PAR5-4;Q6PAR5-6;Q6PAR5-2;Q6PAR5-5"," 0.10"," 0.04","-0.21","-0.13","-1.02",NA," -1.38",NA,NA
"14989","Q6PAR5-1;Q6PAR5;Q6PAR5-4;Q6PAR5-6;Q6PAR5-2;Q6PAR5-5","-0.27","-0.27"," 0.19","-0.10","-0.99",NA," -0.19","  0.28"," 0.14"
"14990","Q6PAR5-1;Q6PAR5;Q6PAR5-4;Q6PAR5-6;Q6PAR5-2;Q6PAR5-5","-0.10","-0.10","-0.21","-0.13","-0.99",NA," -0.37","  0.31",NA
"14991","Q6PAR5-1;Q6PAR5;Q6PAR5-4;Q6PAR5-2;Q6PAR5-5"," 0.15",NA,NA,NA," 0.39","-0.13",NA," -0.04",NA
"14992","Q6PAR5-1;Q6PAR5;Q6PAR5-4;Q6PAR5-6;Q6PAR5-2;Q6PAR5-5",NA,NA," 3.29",NA," 3.70"," 3.22","  2.88",NA,NA
"14993","Q6PAR5-1;Q6PAR5;Q6PAR5-4;Q6PAR5-6;Q6PAR5-2;Q6PAR5-5","-0.13","-0.10"," 0.19","-0.10","-0.39",NA," -0.37","  0.30",NA
"14994","Q6PAR5-1;Q6PAR5;Q6PAR5-4;Q6PAR5-6;Q6PAR5-2;Q6PAR5-5"," 0.14","-0.32",NA,NA,"-0.17","-0.24",NA," -0.19",NA
"14995","Q6PAR5-1;Q6PAR5;Q6PAR5-4;Q6PAR5-6;Q6PAR5-2;Q6PAR5-5",NA,NA,"-0.23","-1.20","-1.26",NA," -2.98"," -0.80",NA
"14996","Q6PAR5-1;Q6PAR5;Q6PAR5-4;Q6PAR5-2;Q6PAR5-5"," 0.15",NA,NA,NA,NA,NA,NA,NA," 0.18"
"14997","Q6PAR5-1;Q6PAR5;Q6PAR5-4;Q6PAR5-2;Q6PAR5-5",NA,NA,NA,NA,NA,NA,NA,NA,"-0.04"
"14998","Q6PAR5-1;Q6PAR5;Q6PAR5-4;Q6PAR5-6;Q6PAR5-2;Q6PAR5-5"," 0.08","-0.32",NA,NA,NA,NA,NA," -0.19",NA
"15001","Q6PAR5-1;Q6PAR5;Q6PAR5-4;Q6PAR5-6;Q6PAR5-2;Q6PAR5-5"," 0.32","-0.04"," 0.01","-0.20"," 0.16","-0.04",NA,"  0.57","-0.05"
"15002","Q6PAR5-1;Q6PAR5;Q6PAR5-4;Q6PAR5-6;Q6PAR5-2;Q6PAR5-5",NA,NA," 0.12",NA,NA,NA,NA,NA,NA
"15006","Q6PAR5-1;Q6PAR5;Q6PAR5-6"," 1.52",NA,NA," 1.11",NA,NA,"  1.37",NA,NA
"15007","Q6PAR5-1;Q6PAR5;Q6PAR5-6"," 1.52",NA,NA," 1.11",NA,NA,"  1.37",NA,NA
"15008","Q6PAR5-1;Q6PAR5;Q6PAR5-4;Q6PAR5-6;Q6PAR5-2;Q6PAR5-5",NA," 0.55",NA,NA,NA,NA,"  0.81","  0.50",NA
"15009","Q6PAR5-1;Q6PAR5;Q6PAR5-4;Q6PAR5-6;Q6PAR5-2;Q6PAR5-5"," 2.05"," 1.34",NA,NA,NA,NA,"  0.81","  0.21",NA
"15011","Q6PAR5-1;Q6PAR5;Q6PAR5-4;Q6PAR5-6;Q6PAR5-2;Q6PAR5-5",NA,NA,NA,NA,NA,NA,NA," -0.05",NA
"15013","Q6PAR5-1;Q6PAR5;Q6PAR5-4;Q6PAR5-6;Q6PAR5-2;Q6PAR5-5"," 0.05",NA,NA,NA,NA,NA,NA,NA,NA
"15014","Q6PAR5-1;Q6PAR5;Q6PAR5-4;Q6PAR5-6;Q6PAR5-2;Q6PAR5-5","-0.10",NA,NA,NA,NA,NA,NA,NA,NA
"15016","Q6PAR5-1;Q6PAR5;Q6PAR5-4;Q6PAR5-6;Q6PAR5-2;Q6PAR5-5","-0.66","-0.78","-0.70","-0.76","-1.03","-0.98"," -0.73"," -1.05","-0.53"
"15024","Q6PAR5-1;Q6PAR5;Q6PAR5-4;Q6PAR5-6;Q6PAR5-2;Q6PAR5-5"," 0.43",NA,"-0.36",NA,NA,NA,NA,NA,NA
"15025","Q9CYL5;B1AWD5",NA,NA,NA,NA," 0.13",NA,NA,NA,NA
"15026","Q6GYP7-2;Q6GYP7;B7ZNA3;Q6GYP7-1;Q3U5E2;Q6GYP7-6;Q6GYP7-4"," 0.66",NA,NA,NA,"-2.01"," 0.43",NA,NA,NA
"15027","Q6GYP7-2;Q6GYP7;B7ZNA3;Q6GYP7-1;Q3U5E2;Q6GYP7-6;Q6GYP7-4"," 1.32","-0.13",NA,"-1.19","-0.93","-1.34"," -1.06"," -1.74",NA
"15028","Q6GYP7-2;Q6GYP7;B7ZNA3;Q6GYP7-1;Q3U5E2;Q6GYP7-6;Q6GYP7-4"," 0.63"," 0.50"," 0.54",NA," 0.15",NA,NA,"  0.57",NA
"15029","Q6GYP7-2;Q6GYP7;B7ZNA3;Q6GYP7-1;Q3U5E2;Q6GYP7-6;Q6GYP7-4",NA," 1.28",NA,NA,NA,NA,NA,NA,NA
"15033","Q6GYP7-2;Q6GYP7;B7ZNA3;Q6GYP7-1;Q3U5E2;Q6GYP7-6;Q6GYP7-4"," 0.51",NA,NA,NA," 0.01",NA,NA,NA,NA
"15036","Q6GYP7-2;Q6GYP7;B7ZNA3;Q6GYP7-1;Q3U5E2;Q6GYP7-6;Q6GYP7-4","-0.60","-0.76","-0.56","-1.08","-1.07","-0.85"," -0.89"," -1.36","-0.38"
"15037","Q6GYP7-2;Q6GYP7;B7ZNA3;Q6GYP7-1;Q3U5E2;Q6GYP7-6;Q6GYP7-4"," 0.93"," 0.17","-0.57","-0.36","-0.82","-0.23",NA,"  0.79",NA
"15038","Q3V0G7-1;Q3V0G7;A2AHW8;Q3V0G7-2"," 1.72",NA,NA," 1.35","-0.62",NA,NA,NA,NA
"15039","Q3V0G7-1;Q3V0G7;A2AHW8;Q3V0G7-2"," 1.20"," 2.56",NA,NA," 1.34"," 1.56","  1.36","  1.76"," 1.99"
"15040","Q3V0G7-1;Q3V0G7;A2AHW8;Q3V0G7-2",NA,NA,NA,NA,"-0.19",NA,NA,NA,NA
"15041","Q3V0G7-1;Q3V0G7;A2AHW8;Q3V0G7-2",NA,NA,NA,NA,"-0.19",NA,NA,NA,NA
